PRODUKT_CODE;STATION_ID;ZEITSTEMPEL;WERT;QN;QB
TT_TU_MN009;5906;201712080600;5.8;7;1
TT_TU_MN009;5906;201712080700;5.1;7;1
TT_TU_MN009;5906;201712080800;5.2;7;1
TT_TU_MN009;5906;201712080900;5.7;7;1
TT_TU_MN009;5906;201712081000;6.9;7;1
TT_TU_MN009;5906;201712081100;7;7;5
TT_TU_MN009;5906;201712081200;0.8;7;5
TT_TU_MN009;5906;201712081300;2.2;7;1
TT_TU_MN009;5906;201712081400;3.3;7;1
TT_TU_MN009;5906;201712081500;3.3;7;1
TT_TU_MN009;5906;201712081600;3.1;7;1
TT_TU_MN009;5906;201712081700;2.9;7;1
TT_TU_MN009;5906;201712081800;2.8;7;1
TT_TU_MN009;5906;201712081900;2.2;7;1
TT_TU_MN009;5906;201712082000;2.9;7;1
TT_TU_MN009;5906;201712082100;1.3;7;1
TT_TU_MN009;5906;201712082200;1;7;1
TT_TU_MN009;5906;201712082300;1.4;7;1
TT_TU_MN009;5906;201712090000;1.1;7;1
TT_TU_MN009;5906;201712090100;1.3;7;1
TT_TU_MN009;5906;201712090200;1.6;7;1
TT_TU_MN009;5906;201712090300;1.7;7;1
TT_TU_MN009;5906;201712090400;1;7;1
TT_TU_MN009;5906;201712090500;0.6;7;1
TT_TU_MN009;5906;201712090600;-0.3;7;1
TT_TU_MN009;5906;201712090700;0.2;7;1
TT_TU_MN009;5906;201712090800;0.1;7;1
TT_TU_MN009;5906;201712090900;0.7;7;1
TT_TU_MN009;5906;201712091000;2;7;1
TT_TU_MN009;5906;201712091100;2.6;7;1
TT_TU_MN009;5906;201712091200;3.1;7;1
TT_TU_MN009;5906;201712091300;2;7;1
TT_TU_MN009;5906;201712091400;1.7;7;1
TT_TU_MN009;5906;201712091500;0.4;7;1
TT_TU_MN009;5906;201712091600;0.5;7;1
TT_TU_MN009;5906;201712091700;1.5;7;1
TT_TU_MN009;5906;201712091800;1.4;7;1
TT_TU_MN009;5906;201712091900;1;7;1
TT_TU_MN009;5906;201712092000;1.1;7;1
TT_TU_MN009;5906;201712092100;0.7;7;1
TT_TU_MN009;5906;201712092200;0.6;7;1
TT_TU_MN009;5906;201712092300;0.4;7;1
TT_TU_MN009;5906;201712100000;0;7;1
